Date,open,high,low,close,adj_close,volume
2002-07-01,14.000000,14.000000,13.200000,13.260000,4.118735,28220
2002-07-02,13.580000,13.580000,13.130000,13.190000,4.096993,32725
2002-07-03,13.780000,13.780000,13.200000,13.390000,4.159116,20810
2002-07-04,13.450000,13.580000,13.320000,13.450000,4.177752,16990
2002-07-05,13.400000,13.600000,13.300000,13.440000,4.174645,23525
2002-07-08,13.900000,14.290000,13.710000,14.130000,4.388969,82425
2002-07-09,15.000000,15.000000,14.300000,14.380000,4.466623,86610
2002-07-10,14.400000,14.600000,14.000000,14.170000,4.401393,57715
2002-07-11,14.200000,14.290000,13.800000,13.850000,4.301998,38515
2002-07-12,13.400000,14.040000,13.400000,13.910000,4.320634,11620
2002-07-15,13.800000,13.800000,13.600000,13.720000,4.261618,20845
2002-07-16,13.400000,13.480000,13.100000,13.370000,4.152903,46850
2002-07-17,13.410000,13.650000,13.400000,13.480000,4.187071,22130
2002-07-18,13.990000,13.990000,13.340000,13.390000,4.159116,18810
2002-07-19,13.430000,13.590000,13.260000,13.480000,4.187071,14690
2002-07-22,13.200000,13.580000,13.200000,13.500000,4.193283,29510
2002-07-23,13.480000,13.670000,13.420000,13.540000,4.205708,32820
2002-07-24,13.600000,13.800000,13.410000,13.480000,4.187071,33800
2002-07-25,13.460000,13.600000,13.460000,13.570000,4.215026,17275
2002-07-26,13.400000,13.620000,13.280000,13.590000,4.221238,67730
2002-07-29,13.600000,13.650000,13.300000,13.580000,4.218132,163175
2002-07-30,13.600000,13.650000,13.490000,13.600000,4.224344,143600
2002-07-31,13.090000,13.620000,13.080000,13.580000,4.218132,92655
2002-08-01,13.730000,13.730000,13.500000,13.600000,4.224344,51220
2002-08-02,13.600000,13.650000,13.520000,13.570000,4.215026,54410
2002-08-05,13.600000,13.640000,13.490000,13.560000,4.211919,45145
2002-08-06,13.600000,13.650000,13.530000,13.610000,4.227450,22765
2002-08-07,13.600000,13.800000,13.600000,13.800000,4.286467,25840
2002-08-08,13.790000,13.800000,13.550000,13.570000,4.215026,22850
2002-08-09,13.210000,13.700000,13.210000,13.600000,4.224344,23005
2002-08-12,13.600000,13.730000,13.600000,13.600000,4.224344,20010
2002-08-13,13.600000,13.600000,13.600000,13.600000,4.224344,9925
2002-08-14,13.600000,13.690000,13.600000,13.600000,4.224344,23075
2002-08-15,null,null,null,null,null,null
2002-08-16,13.620000,13.670000,13.600000,13.610000,4.227450,15040
2002-08-19,13.610000,13.650000,13.600000,13.600000,4.224344,8065
2002-08-20,13.620000,13.650000,13.600000,13.600000,4.224344,28850
2002-08-21,13.600000,13.640000,13.600000,13.600000,4.224344,9775
2002-08-22,13.610000,13.650000,13.600000,13.600000,4.224344,4625
2002-08-23,13.600000,13.650000,13.600000,13.600000,4.224344,15165
2002-08-26,13.600000,13.700000,13.600000,13.600000,4.224344,18340
2002-08-27,13.700000,13.700000,13.600000,13.610000,4.227450,7480
2002-08-28,13.600000,13.700000,13.600000,13.600000,4.224344,3235
2002-08-29,13.700000,13.700000,13.600000,13.670000,4.246087,31410
2002-08-30,13.600000,13.670000,13.600000,13.600000,4.224344,17575
2002-09-02,13.700000,13.770000,13.600000,13.620000,4.230556,18230
2002-09-03,13.600000,13.700000,13.600000,13.690000,4.252299,17425
2002-09-04,13.600000,13.890000,13.600000,13.760000,4.274043,29100
2002-09-05,13.800000,13.800000,13.610000,13.610000,4.227450,5630
2002-09-06,13.610000,13.750000,13.600000,13.690000,4.252299,11995
2002-09-09,13.600000,13.800000,13.600000,13.730000,4.264723,36670
2002-09-10,null,null,null,null,null,null
2002-09-11,13.800000,13.800000,13.600000,13.630000,4.233663,8270
2002-09-12,13.600000,13.650000,13.600000,13.610000,4.227450,17440
2002-09-13,13.610000,13.780000,13.610000,13.610000,4.227450,12375
2002-09-16,13.700000,13.700000,13.620000,13.650000,4.239875,2790
2002-09-17,13.630000,13.690000,13.610000,13.620000,4.230556,11280
2002-09-18,13.600000,13.680000,13.600000,13.600000,4.224344,11995
2002-09-19,13.590000,13.600000,13.300000,13.300000,4.131160,6530
2002-09-20,12.840000,13.260000,12.800000,13.230000,4.109416,24670
2002-09-23,12.970000,13.200000,12.970000,13.200000,4.100099,28250
2002-09-24,13.200000,13.200000,13.050000,13.200000,4.100099,24380
2002-09-25,13.210000,13.600000,13.200000,13.300000,4.131160,10550
2002-09-26,13.220000,13.580000,13.200000,13.210000,4.103204,3350
2002-09-27,13.550000,13.550000,13.200000,13.290000,4.128054,8425
2002-09-30,13.260000,13.380000,13.210000,13.210000,4.103204,3390
2002-10-01,13.200000,13.350000,13.040000,13.250000,4.115630,7900
2002-10-02,null,null,null,null,null,null
2002-10-03,13.160000,13.400000,13.160000,13.400000,4.162222,49075
2002-10-04,13.220000,13.400000,13.220000,13.400000,4.162222,29925
2002-10-07,13.260000,13.910000,13.220000,13.810000,4.289574,40695
2002-10-08,13.400000,13.600000,13.320000,13.340000,4.143585,3960
2002-10-09,13.450000,13.520000,13.350000,13.400000,4.162222,30820
2002-10-10,13.550000,13.600000,13.370000,13.400000,4.162222,5190
2002-10-11,13.260000,13.400000,13.210000,13.350000,4.146691,18995
2002-10-14,13.380000,13.580000,13.250000,13.430000,4.171540,12005
2002-10-15,null,null,null,null,null,null
2002-10-16,13.400000,13.480000,13.400000,13.450000,4.177752,4285
2002-10-17,13.410000,13.490000,13.400000,13.410000,4.165328,28105
2002-10-18,13.480000,13.500000,13.400000,13.400000,4.162222,4100
2002-10-21,13.500000,13.600000,13.410000,13.570000,4.215026,16070
2002-10-22,13.550000,13.550000,13.400000,13.400000,4.162222,6500
2002-10-23,13.550000,13.550000,13.400000,13.490000,4.190176,27125
2002-10-24,13.410000,13.480000,13.400000,13.400000,4.162222,22625
2002-10-25,13.400000,13.600000,13.400000,13.410000,4.165328,49675
2002-10-28,13.600000,13.600000,13.430000,13.590000,4.221238,8815
2002-10-29,13.420000,13.560000,13.420000,13.520000,4.199496,16185
2002-10-30,13.420000,13.600000,13.420000,13.580000,4.218132,16520
2002-10-31,13.480000,13.730000,13.480000,13.600000,4.224344,11205
2002-11-01,13.600000,13.640000,13.510000,13.630000,4.233663,6295
2002-11-04,13.600000,13.770000,13.530000,13.570000,4.215026,6100
2002-11-05,13.700000,13.710000,13.500000,13.500000,4.193283,1925
2002-11-06,null,null,null,null,null,null
2002-11-07,13.510000,13.650000,13.500000,13.600000,4.224344,15230
2002-11-08,13.510000,13.600000,13.510000,13.510000,4.196390,24505
2002-11-11,13.510000,13.700000,13.510000,13.600000,4.224344,15805
2002-11-12,13.650000,13.700000,13.610000,13.610000,4.227450,8215
2002-11-13,13.610000,13.750000,13.610000,13.670000,4.246087,6295
2002-11-14,13.610000,13.700000,13.600000,13.600000,4.224344,16225
2002-11-15,13.610000,13.740000,13.610000,13.700000,4.255406,16725
2002-11-18,13.670000,13.790000,13.610000,13.640000,4.236769,30810
2002-11-19,null,null,null,null,null,null
2002-11-20,13.620000,13.700000,13.600000,13.610000,4.227450,56805
2002-11-21,13.610000,13.740000,13.610000,13.610000,4.227450,5575
2002-11-22,13.610000,13.660000,13.600000,13.610000,4.227450,26630
2002-11-25,13.720000,13.980000,13.700000,13.890000,4.314423,31765
2002-11-26,13.910000,14.280000,13.820000,14.200000,4.410713,50170
2002-11-27,14.360000,14.360000,14.000000,14.060000,4.367227,17575
2002-11-28,14.250000,14.400000,14.000000,14.250000,4.426243,20370
2002-11-29,14.030000,14.400000,14.020000,14.260000,4.429348,20625
2002-12-02,14.400000,14.730000,14.200000,14.630000,4.544276,52325
2002-12-03,14.650000,14.660000,14.200000,14.200000,4.410713,16915
2002-12-04,14.210000,14.330000,13.740000,13.910000,4.320634,22075
2002-12-05,14.200000,14.360000,13.920000,14.000000,4.348590,6560
2002-12-06,14.000000,14.280000,14.000000,14.100000,4.379651,17875
2002-12-09,13.610000,14.290000,13.610000,14.100000,4.379651,45080
2002-12-10,14.200000,14.280000,14.020000,14.110000,4.382757,30305
2002-12-11,14.200000,14.210000,14.100000,14.110000,4.382757,9890
2002-12-12,13.950000,14.300000,13.950000,14.140000,4.392076,10290
2002-12-13,14.030000,14.230000,14.030000,14.230000,4.420031,10155
2002-12-16,14.200000,14.390000,14.100000,14.250000,4.426243,26555
2002-12-17,14.370000,14.400000,14.100000,14.180000,4.404500,64005
2002-12-18,14.150000,14.230000,14.100000,14.160000,4.398288,18975
2002-12-19,14.200000,14.240000,14.070000,14.220000,4.416925,6165
2002-12-20,14.110000,14.560000,14.110000,14.500000,4.503896,43765
2002-12-23,14.400000,14.500000,14.400000,14.480000,4.497684,16740
2002-12-24,14.500000,14.650000,14.500000,14.600000,4.534958,27430
2002-12-25,null,null,null,null,null,null
2002-12-26,14.600000,14.660000,14.520000,14.530000,4.513215,24830
2002-12-27,14.560000,14.690000,14.500000,14.600000,4.534958,31430
2002-12-30,14.700000,15.180000,14.480000,15.000000,4.659203,131355
2002-12-31,14.960000,15.250000,14.730000,14.800000,4.597081,4980
2003-01-01,14.700000,15.000000,14.700000,15.000000,4.659203,147020
2003-01-02,14.800000,15.200000,14.800000,15.080000,4.684052,183450
2003-01-03,15.010000,15.190000,15.000000,15.000000,4.659203,115740
2003-01-06,15.020000,15.100000,15.000000,15.010000,4.662309,86325
2003-01-07,15.000000,15.540000,15.000000,15.320000,4.758599,51315
2003-01-08,15.020000,15.100000,15.020000,15.100000,4.690264,9660
2003-01-09,15.150000,15.200000,15.050000,15.130000,4.699584,21200
2003-01-10,15.050000,15.190000,15.050000,15.060000,4.677840,4915
2003-01-13,15.050000,15.200000,15.010000,15.060000,4.677840,8580
2003-01-14,15.060000,15.200000,15.010000,15.140000,4.702689,20435
2003-01-15,15.190000,15.200000,15.000000,15.010000,4.662309,6125
2003-01-16,15.010000,15.090000,15.000000,15.010000,4.662309,11335
2003-01-17,15.080000,15.100000,15.010000,15.050000,4.674734,15410
2003-01-20,15.010000,15.190000,15.000000,15.000000,4.659203,20365
2003-01-21,15.010000,15.090000,15.000000,15.020000,4.665415,18925
2003-01-22,15.090000,15.090000,15.000000,15.010000,4.662309,8410
2003-01-23,15.010000,15.040000,15.000000,15.000000,4.659203,58750
2003-01-24,15.010000,15.100000,15.000000,15.000000,4.659203,145370
2003-01-27,15.010000,15.250000,15.000000,15.000000,4.659203,50700
2003-01-28,15.010000,15.010000,15.000000,15.000000,4.659203,32595
2003-01-29,15.020000,15.050000,15.000000,15.000000,4.659203,51850
2003-01-30,15.020000,15.390000,15.010000,15.130000,4.699584,30425
2003-01-31,15.240000,15.240000,15.000000,15.040000,4.671628,28080
2003-02-03,15.100000,15.200000,15.000000,15.020000,4.665415,25725
2003-02-04,15.000000,15.000000,14.220000,14.470000,4.494578,20285
2003-02-05,14.400000,14.750000,14.400000,14.570000,4.525640,4960
2003-02-06,14.430000,14.600000,14.400000,14.540000,4.516321,3570
2003-02-07,14.460000,14.800000,14.460000,14.630000,4.544276,33400
2003-02-10,14.780000,14.780000,14.450000,14.460000,4.491471,5860
2003-02-11,14.410000,14.800000,14.400000,14.710000,4.569126,5500
2003-02-12,14.700000,14.700000,14.610000,14.610000,4.538064,12250
2003-02-13,null,null,null,null,null,null
2003-02-14,14.700000,14.700000,14.600000,14.600000,4.534958,8985
2003-02-17,14.500000,14.770000,14.500000,14.770000,4.587762,3780
2003-02-18,14.950000,15.000000,14.750000,14.780000,4.590869,21540
2003-02-19,14.800000,14.940000,14.800000,14.870000,4.618823,14775
2003-02-20,15.050000,15.240000,15.050000,15.200000,4.721326,18495
2003-02-21,14.950000,15.400000,14.950000,15.330000,4.761706,14325
2003-02-24,15.400000,15.940000,15.260000,15.850000,4.923225,27315
2003-02-25,15.850000,16.400000,15.810000,15.880000,4.932543,37540
2003-02-26,16.030001,16.379999,15.160000,15.570000,4.836253,35825
2003-02-27,15.600000,15.900000,15.290000,15.430000,4.792767,30675
2003-02-28,15.800000,16.100000,15.620000,15.790000,4.904588,60915
2003-03-03,16.000000,16.299999,15.900000,15.910000,4.941861,27255
2003-03-04,16.100000,16.240000,15.900000,15.920000,4.944967,48260
2003-03-05,16.100000,16.389999,15.700000,15.950000,4.954285,14110
2003-03-06,15.800000,16.100000,15.800000,16.030001,4.979135,7845
2003-03-07,15.810000,16.200001,15.800000,16.059999,4.988453,38510
2003-03-10,16.000000,16.020000,15.800000,15.990000,4.966711,82360
2003-03-11,15.400000,16.000000,15.400000,15.980000,4.963604,20580
2003-03-12,16.000000,16.480000,16.000000,16.190001,5.028833,14590
2003-03-13,16.040001,16.200001,15.910000,16.190001,5.028833,37955
2003-03-14,null,null,null,null,null,null
2003-03-17,15.700000,16.200001,15.700000,15.850000,4.923225,21110
2003-03-18,null,null,null,null,null,null
2003-03-19,15.670000,15.950000,15.420000,15.460000,4.802085,12865
2003-03-20,15.520000,16.000000,15.500000,15.980000,4.963604,13435
2003-03-21,16.200001,16.299999,15.880000,16.000000,4.969818,71600
2003-03-24,16.200001,16.700001,16.080000,16.230000,5.041257,101040
2003-03-25,16.000000,16.290001,15.950000,16.090000,4.997772,19245
2003-03-26,16.200001,16.549999,16.000000,16.240000,5.044364,17280
2003-03-27,16.209999,16.480000,16.209999,16.290001,5.059895,37470
2003-03-28,16.350000,16.600000,16.350000,16.480000,5.118912,20470
2003-03-31,16.430000,16.600000,16.240000,16.389999,5.090955,11865
2003-04-01,16.500000,16.500000,16.410000,16.410000,5.097168,6940
2003-04-02,16.379999,16.780001,16.379999,16.700001,5.187246,21925
2003-04-03,16.799999,17.110001,16.750000,17.070000,5.302173,35995
2003-04-04,17.100000,17.510000,17.049999,17.320000,5.379826,61590
2003-04-07,17.400000,17.980000,17.400000,17.510000,5.438844,35060
2003-04-08,17.750000,17.799999,17.549999,17.719999,5.504072,23480
2003-04-09,17.600000,17.700001,17.559999,17.650000,5.482329,13225
2003-04-10,17.820000,17.820000,17.480000,17.590000,5.463693,17250
2003-04-11,17.600000,17.700001,17.250000,17.549999,5.451267,27090
2003-04-14,null,null,null,null,null,null
2003-04-15,16.559999,17.740000,16.559999,17.709999,5.500966,12330
2003-04-16,17.600000,17.980000,17.600000,17.850000,5.544451,16900
2003-04-17,17.900000,17.900000,17.730000,17.809999,5.532026,8745
2003-04-18,null,null,null,null,null,null
2003-04-21,17.910000,17.990000,17.600000,17.830000,5.538240,17220
2003-04-22,17.799999,18.000000,17.799999,17.910000,5.563088,22520
2003-04-23,18.000000,19.000000,18.000000,18.840000,5.851960,45600
2003-04-24,19.000000,19.110001,18.500000,18.709999,5.811579,34925
2003-04-25,18.820000,18.820000,18.549999,18.590000,5.774306,28735
2003-04-28,18.799999,19.000000,18.340000,18.420000,5.721501,65410
2003-04-29,18.600000,18.760000,18.240000,18.450001,5.730820,26125
2003-04-30,18.600000,18.750000,18.200001,18.559999,5.764987,16230
2003-05-01,null,null,null,null,null,null
2003-05-02,18.400000,18.500000,18.299999,18.500000,5.746351,13530
